SITC;PRODUCT DESCRIPTION;YEAR;IMPORT (RM);;
74562;SPRAY-GUNS AND SIMILAR APPLIANCES;2016;56988608;;
74562;SPRAY-GUNS AND SIMILAR APPLIANCES;2017;67925537;;
74562;SPRAY-GUNS AND SIMILAR APPLIANCES;2018;80440159;;
74562;SPRAY-GUNS AND SIMILAR APPLIANCES;2019;81253403;;
74563;STEAM OR SANDBLASTING MACHINES AND SIMILAR JET-PROJECTING MACHINES;2015;51521612;;
74563;STEAM OR SANDBLASTING MACHINES AND SIMILAR JET-PROJECTING MACHINES;2016;42453027;;
74563;STEAM OR SANDBLASTING MACHINES AND SIMILAR JET-PROJECTING MACHINES;2017;80133772;;
74563;STEAM OR SANDBLASTING MACHINES AND SIMILAR JET-PROJECTING MACHINES;2018;128963608;;
74563;STEAM OR SANDBLASTING MACHINES AND SIMILAR JET-PROJECTING MACHINES;2019;94791955;;
74564;AGRICULTURAL OR HORTICULTURAL APPLIANCES FOR PROJECTING, DISPERSING OR SPRAYING LIQUIDS OR POWDERS;2015;62675955;;
74564;AGRICULTURAL OR HORTICULTURAL APPLIANCES FOR PROJECTING, DISPERSING OR SPRAYING LIQUIDS OR POWDERS;2016;44008020;;
74564;AGRICULTURAL OR HORTICULTURAL APPLIANCES FOR PROJECTING, DISPERSING OR SPRAYING LIQUIDS OR POWDERS;2017;47107474;;
74564;AGRICULTURAL OR HORTICULTURAL APPLIANCES FOR PROJECTING, DISPERSING OR SPRAYING LIQUIDS OR POWDERS;2018;70029968;;
74564;AGRICULTURAL OR HORTICULTURAL APPLIANCES FOR PROJECTING, DISPERSING OR SPRAYING LIQUIDS OR POWDERS;2019;65957825;;
74565;OTHER APPLIANCES FOR PROJECTING, DISPERSING OR SPRAYING LIQUIDS OR POWDERS;2015;182058230;;
74565;OTHER APPLIANCES FOR PROJECTING, DISPERSING OR SPRAYING LIQUIDS OR POWDERS;2016;114809281;;
74565;OTHER APPLIANCES FOR PROJECTING, DISPERSING OR SPRAYING LIQUIDS OR POWDERS;2017;224844530;;
74565;OTHER APPLIANCES FOR PROJECTING, DISPERSING OR SPRAYING LIQUIDS OR POWDERS;2018;240483864;;
74565;OTHER APPLIANCES FOR PROJECTING, DISPERSING OR SPRAYING LIQUIDS OR POWDERS;2019;255962777;;
74568;PARTS OF THE APPLIANCES OF SUBGROUP 745.6;2015;175552582;;
74568;PARTS OF THE APPLIANCES OF SUBGROUP 745.6;2016;201375755;;
74568;PARTS OF THE APPLIANCES OF SUBGROUP 745.6;2017;266047795;;
74568;PARTS OF THE APPLIANCES OF SUBGROUP 745.6;2018;206752971;;
74568;PARTS OF THE APPLIANCES OF SUBGROUP 745.6;2019;168847697;;
74591;CALENDERING OR OTHER ROLLING MACHINES (OTHER THAN FOR METALS OR GLASS);2015;12746359;;
74591;CALENDERING OR OTHER ROLLING MACHINES (OTHER THAN FOR METALS OR GLASS);2016;16651823;;
74591;CALENDERING OR OTHER ROLLING MACHINES (OTHER THAN FOR METALS OR GLASS);2017;16988896;;
74591;CALENDERING OR OTHER ROLLING MACHINES (OTHER THAN FOR METALS OR GLASS);2018;22347233;;
74591;CALENDERING OR OTHER ROLLING MACHINES (OTHER THAN FOR METALS OR GLASS);2019;32769187;;
74593;CYLINDERS AND OTHER PARTS FOR THE MACHINES OF HEADING 745.91;2015;77713824;;
74593;CYLINDERS AND OTHER PARTS FOR THE MACHINES OF HEADING 745.91;2016;27646674;;
74593;CYLINDERS AND OTHER PARTS FOR THE MACHINES OF HEADING 745.91;2017;26980022;;
74593;CYLINDERS AND OTHER PARTS FOR THE MACHINES OF HEADING 745.91;2018;27187057;;
74593;CYLINDERS AND OTHER PARTS FOR THE MACHINES OF HEADING 745.91;2019;39767943;;
74595;AUTOMATIC GOODS-VENDING MACHINES (E.G., POSTAGE STAMP, CIGARETTE, FOOD OR BEVERAGE MACHINES), INCLUDING MONEY-CHANGING MACHINES;2015;44526007;;
74595;AUTOMATIC GOODS-VENDING MACHINES (E.G., POSTAGE STAMP, CIGARETTE, FOOD OR BEVERAGE MACHINES), INCLUDING MONEY-CHANGING MACHINES;2016;81515415;;
74595;AUTOMATIC GOODS-VENDING MACHINES (E.G., POSTAGE STAMP, CIGARETTE, FOOD OR BEVERAGE MACHINES), INCLUDING MONEY-CHANGING MACHINES;2017;49666790;;
74595;AUTOMATIC GOODS-VENDING MACHINES (E.G., POSTAGE STAMP, CIGARETTE, FOOD OR BEVERAGE MACHINES), INCLUDING MONEY-CHANGING MACHINES;2018;54734161;;
74595;AUTOMATIC GOODS-VENDING MACHINES (E.G., POSTAGE STAMP, CIGARETTE, FOOD OR BEVERAGE MACHINES), INCLUDING MONEY-CHANGING MACHINES;2019;83055947;;
74597;PARTS FOR THE MACHINES OF HEADING 745.95;2015;9205628;;
74597;PARTS FOR THE MACHINES OF HEADING 745.95;2016;21639562;;
74597;PARTS FOR THE MACHINES OF HEADING 745.95;2017;13024992;;
74597;PARTS FOR THE MACHINES OF HEADING 745.95;2018;9032759;;
74597;PARTS FOR THE MACHINES OF HEADING 745.95;2019;9406097;;
74610;BALL-BEARINGS;2015;564404628;;
74610;BALL-BEARINGS;2016;483896256;;
74610;BALL-BEARINGS;2017;518485394;;
74610;BALL-BEARINGS;2018;513576541;;
74610;BALL-BEARINGS;2019;475002878;;
74620;TAPERED ROLLER BEARINGS (INCLUDING CONE AND TAPERED ROLLER ASSEMBLIES);2015;62939437;;
74620;TAPERED ROLLER BEARINGS (INCLUDING CONE AND TAPERED ROLLER ASSEMBLIES);2016;59633708;;
74620;TAPERED ROLLER BEARINGS (INCLUDING CONE AND TAPERED ROLLER ASSEMBLIES);2017;59539089;;
74620;TAPERED ROLLER BEARINGS (INCLUDING CONE AND TAPERED ROLLER ASSEMBLIES);2018;60782732;;
74620;TAPERED ROLLER BEARINGS (INCLUDING CONE AND TAPERED ROLLER ASSEMBLIES);2019;61177284;;
74630;SPHERICAL ROLLER BEARINGS;2015;93697225;;
74630;SPHERICAL ROLLER BEARINGS;2016;75457283;;
74630;SPHERICAL ROLLER BEARINGS;2017;80043312;;
74630;SPHERICAL ROLLER BEARINGS;2018;71823470;;
74630;SPHERICAL ROLLER BEARINGS;2019;77656187;;
74640;NEEDLE ROLLER BEARINGS;2015;37643005;;
74640;NEEDLE ROLLER BEARINGS;2016;29097831;;
74640;NEEDLE ROLLER BEARINGS;2017;37092493;;
74640;NEEDLE ROLLER BEARINGS;2018;22601897;;
74640;NEEDLE ROLLER BEARINGS;2019;24790161;;
74650;OTHER CYLINDRICAL ROLLER BEARINGS;2015;42083038;;
74650;OTHER CYLINDRICAL ROLLER BEARINGS;2016;56618361;;
74650;OTHER CYLINDRICAL ROLLER BEARINGS;2017;60638026;;
74650;OTHER CYLINDRICAL ROLLER BEARINGS;2018;80807184;;
74650;OTHER CYLINDRICAL ROLLER BEARINGS;2019;79954866;;
74680;OTHER BALL- OR ROLLER BEARINGS (INCLUDING COMBINED BALL-/ROLLER BEARINGS);2015;126538173;;
74680;OTHER BALL- OR ROLLER BEARINGS (INCLUDING COMBINED BALL-/ROLLER BEARINGS);2016;130743075;;
74680;OTHER BALL- OR ROLLER BEARINGS (INCLUDING COMBINED BALL-/ROLLER BEARINGS);2017;125670818;;
74680;OTHER BALL- OR ROLLER BEARINGS (INCLUDING COMBINED BALL-/ROLLER BEARINGS);2018;125758274;;
74680;OTHER BALL- OR ROLLER BEARINGS (INCLUDING COMBINED BALL-/ROLLER BEARINGS);2019;116864978;;
74691;BALLS, NEEDLES AND ROLLERS;2015;100550385;;
74691;BALLS, NEEDLES AND ROLLERS;2016;78700076;;
74691;BALLS, NEEDLES AND ROLLERS;2017;111732661;;
74691;BALLS, NEEDLES AND ROLLERS;2018;145792250;;
74691;BALLS, NEEDLES AND ROLLERS;2019;130584229;;
74699;OTHER PARTS OF BALL- OR ROLLER BEARINGS;2015;196535266;;
74699;OTHER PARTS OF BALL- OR ROLLER BEARINGS;2016;301252288;;
74699;OTHER PARTS OF BALL- OR ROLLER BEARINGS;2017;314464531;;
74699;OTHER PARTS OF BALL- OR ROLLER BEARINGS;2018;228911315;;
74699;OTHER PARTS OF BALL- OR ROLLER BEARINGS;2019;175999455;;
74710;PRESSURE-REDUCING VALVES;2015;285303824;;
74710;PRESSURE-REDUCING VALVES;2016;291926722;;
74710;PRESSURE-REDUCING VALVES;2017;360555373;;
74710;PRESSURE-REDUCING VALVES;2018;359295760;;
74710;PRESSURE-REDUCING VALVES;2019;297655375;;
74720;VALVES FOR OLEOHYDRAULIC OR PNEUMATIC TRANSMISSIONS;2015;160286850;;
74720;VALVES FOR OLEOHYDRAULIC OR PNEUMATIC TRANSMISSIONS;2016;170236148;;
74720;VALVES FOR OLEOHYDRAULIC OR PNEUMATIC TRANSMISSIONS;2017;169609689;;
74720;VALVES FOR OLEOHYDRAULIC OR PNEUMATIC TRANSMISSIONS;2018;203575220;;
74720;VALVES FOR OLEOHYDRAULIC OR PNEUMATIC TRANSMISSIONS;2019;204015271;;
74730;CHECK-VALVES;2015;149240038;;
74730;CHECK-VALVES;2016;184599490;;
74730;CHECK-VALVES;2017;225510166;;
74730;CHECK-VALVES;2018;170934076;;
74730;CHECK-VALVES;2019;174731362;;
74740;SAFETY- OR RELIEF VALVES;2015;207133251;;
74740;SAFETY- OR RELIEF VALVES;2016;218481147;;
74740;SAFETY- OR RELIEF VALVES;2017;188517904;;
74740;SAFETY- OR RELIEF VALVES;2018;193294077;;
74740;SAFETY- OR RELIEF VALVES;2019;220806698;;
74780;TAPS, COCKS, VALVES AND SIMILAR APPLIANCES, N.E.S.;2015;1606873601;;
74780;TAPS, COCKS, VALVES AND SIMILAR APPLIANCES, N.E.S.;2016;1788782705;;
74780;TAPS, COCKS, VALVES AND SIMILAR APPLIANCES, N.E.S.;2017;2381722507;;
74780;TAPS, COCKS, VALVES AND SIMILAR APPLIANCES, N.E.S.;2018;1941582533;;
74780;TAPS, COCKS, VALVES AND SIMILAR APPLIANCES, N.E.S.;2019;1804413696;;
74790;PARTS FOR THE APPLIANCES OF GROUP 747;2015;884590275;;
74790;PARTS FOR THE APPLIANCES OF GROUP 747;2016;849373964;;
74790;PARTS FOR THE APPLIANCES OF GROUP 747;2017;972084779;;
74790;PARTS FOR THE APPLIANCES OF GROUP 747;2018;1019703148;;
74790;PARTS FOR THE APPLIANCES OF GROUP 747;2019;945108899;;
74810;TRANSMISSION SHAFTS (INCLUDING CAMSHAFTS AND CRANKSHAFTS) AND CRANKS;2015;373314809;;
74810;TRANSMISSION SHAFTS (INCLUDING CAMSHAFTS AND CRANKSHAFTS) AND CRANKS;2016;512672893;;
74810;TRANSMISSION SHAFTS (INCLUDING CAMSHAFTS AND CRANKSHAFTS) AND CRANKS;2017;474324505;;
74810;TRANSMISSION SHAFTS (INCLUDING CAMSHAFTS AND CRANKSHAFTS) AND CRANKS;2018;425004504;;
74810;TRANSMISSION SHAFTS (INCLUDING CAMSHAFTS AND CRANKSHAFTS) AND CRANKS;2019;357821409;;
74821;BEARING HOUSINGS, INCORPORATING BALL- OR ROLLER BEARINGS;2015;78005810;;
74821;BEARING HOUSINGS, INCORPORATING BALL- OR ROLLER BEARINGS;2016;74484353;;
74821;BEARING HOUSINGS, INCORPORATING BALL- OR ROLLER BEARINGS;2017;106292656;;
74821;BEARING HOUSINGS, INCORPORATING BALL- OR ROLLER BEARINGS;2018;103095103;;
74821;BEARING HOUSINGS, INCORPORATING BALL- OR ROLLER BEARINGS;2019;92801761;;
74822;"BEARING HOUSINGS, NOT INCORPORATING BALL- OR ROLLER BEARINGS; PLAIN SHAFT BEARINGS";2015;56358309;;
74822;"BEARING HOUSINGS, NOT INCORPORATING BALL- OR ROLLER BEARINGS; PLAIN SHAFT BEARINGS";2016;101358230;;
74822;"BEARING HOUSINGS, NOT INCORPORATING BALL- OR ROLLER BEARINGS; PLAIN SHAFT BEARINGS";2017;94183492;;
74822;"BEARING HOUSINGS, NOT INCORPORATING BALL- OR ROLLER BEARINGS; PLAIN SHAFT BEARINGS";2018;94114941;;
74822;"BEARING HOUSINGS, NOT INCORPORATING BALL- OR ROLLER BEARINGS; PLAIN SHAFT BEARINGS";2019;114200420;;
74831;ROLLER CHAIN;2015;135032712;;
74831;ROLLER CHAIN;2016;111338447;;
74831;ROLLER CHAIN;2017;123208726;;
74831;ROLLER CHAIN;2018;122877156;;
74831;ROLLER CHAIN;2019;101335885;;
74832;OTHER ARTICULATED CHAIN;2015;24178336;;
74832;OTHER ARTICULATED CHAIN;2016;27739095;;
74832;OTHER ARTICULATED CHAIN;2017;31657466;;
74832;OTHER ARTICULATED CHAIN;2018;31090802;;
74832;OTHER ARTICULATED CHAIN;2019;86361011;;
74839;PARTS OF ARTICULATED LINK CHAIN;2015;49367723;;
74839;PARTS OF ARTICULATED LINK CHAIN;2016;45107232;;
74839;PARTS OF ARTICULATED LINK CHAIN;2017;51269889;;
74839;PARTS OF ARTICULATED LINK CHAIN;2018;51460603;;
74839;PARTS OF ARTICULATED LINK CHAIN;2019;55288446;;
74840;GEARS AND GEARING (EXCLUDING TOOTHED WHEELS, CHAIN SPROCKETS AND OTHER TRANSMISSION ELEMENTS PRESENT;2015;544241983;;
74840;GEARS AND GEARING (EXCLUDING TOOTHED WHEELS, CHAIN SPROCKETS AND OTHER TRANSMISSION ELEMENTS PRESENT;2016;753903860;;
74840;GEARS AND GEARING (EXCLUDING TOOTHED WHEELS, CHAIN SPROCKETS AND OTHER TRANSMISSION ELEMENTS PRESENT;2017;765136465;;
74840;GEARS AND GEARING (EXCLUDING TOOTHED WHEELS, CHAIN SPROCKETS AND OTHER TRANSMISSION ELEMENTS PRESENT;2018;675111497;;
74840;GEARS AND GEARING (EXCLUDING TOOTHED WHEELS, CHAIN SPROCKETS AND OTHER TRANSMISSION ELEMENTS PRESENT;2019;704837096;;
74850;FLYWHEELS AND PULLEYS (INCLUDING PULLEY BLOCKS);2015;79355935;;
74850;FLYWHEELS AND PULLEYS (INCLUDING PULLEY BLOCKS);2016;97162683;;
74850;FLYWHEELS AND PULLEYS (INCLUDING PULLEY BLOCKS);2017;100956083;;
74850;FLYWHEELS AND PULLEYS (INCLUDING PULLEY BLOCKS);2018;92671254;;
74850;FLYWHEELS AND PULLEYS (INCLUDING PULLEY BLOCKS);2019;96701794;;
74860;CLUTCHES AND SHAFT COUPLINGS (INCLUDING UNIVERSAL JOINTS);2015;110705150;;
74860;CLUTCHES AND SHAFT COUPLINGS (INCLUDING UNIVERSAL JOINTS);2016;161443008;;
74860;CLUTCHES AND SHAFT COUPLINGS (INCLUDING UNIVERSAL JOINTS);2017;144314566;;
74860;CLUTCHES AND SHAFT COUPLINGS (INCLUDING UNIVERSAL JOINTS);2018;185857033;;
74860;CLUTCHES AND SHAFT COUPLINGS (INCLUDING UNIVERSAL JOINTS);2019;219466122;;
74890;PARTS, N.E.S., FOR THE ARTICLES OF GROUP 748;2015;353599713;;
74890;PARTS, N.E.S., FOR THE ARTICLES OF GROUP 748;2016;297363265;;
74890;PARTS, N.E.S., FOR THE ARTICLES OF GROUP 748;2017;253637779;;
74890;PARTS, N.E.S., FOR THE ARTICLES OF GROUP 748;2018;279105893;;
74890;PARTS, N.E.S., FOR THE ARTICLES OF GROUP 748;2019;270139882;;
74911;MOULDING BOXES FOR METAL FOUNDRY;2015;14239726;;
74911;MOULDING BOXES FOR METAL FOUNDRY;2016;21727523;;
74911;MOULDING BOXES FOR METAL FOUNDRY;2017;22319553;;
74911;MOULDING BOXES FOR METAL FOUNDRY;2018;18248727;;
74911;MOULDING BOXES FOR METAL FOUNDRY;2019;28381805;;
74912;MOULD BASES;2015;103157989;;
74912;MOULD BASES;2016;176163767;;
74912;MOULD BASES;2017;128497489;;
74912;MOULD BASES;2018;164736992;;
74912;MOULD BASES;2019;186071543;;
74913;MOULDING PATTERNS;2015;58822426;;
74913;MOULDING PATTERNS;2016;56263504;;
74913;MOULDING PATTERNS;2017;76223964;;
74913;MOULDING PATTERNS;2018;63836610;;
74913;MOULDING PATTERNS;2019;56160278;;
74914;INJECTION- OR COMPRESSION-TYPES OF MOULDS FOR METALS OR METAL CARBIDES;2015;52622560;;
74914;INJECTION- OR COMPRESSION-TYPES OF MOULDS FOR METALS OR METAL CARBIDES;2016;33303579;;
74914;INJECTION- OR COMPRESSION-TYPES OF MOULDS FOR METALS OR METAL CARBIDES;2017;44065657;;
74914;INJECTION- OR COMPRESSION-TYPES OF MOULDS FOR METALS OR METAL CARBIDES;2018;53837456;;
74914;INJECTION- OR COMPRESSION-TYPES OF MOULDS FOR METALS OR METAL CARBIDES;2019;137259970;;
74915;OTHER MOULDS FOR METALS OR METAL CARBIDES;2015;78300620;;
74915;OTHER MOULDS FOR METALS OR METAL CARBIDES;2016;101959827;;
74915;OTHER MOULDS FOR METALS OR METAL CARBIDES;2017;112134621;;
74915;OTHER MOULDS FOR METALS OR METAL CARBIDES;2018;146902702;;
74915;OTHER MOULDS FOR METALS OR METAL CARBIDES;2019;89956333;;
74916;MOULDS FOR GLASS;2015;14352578;;
74916;MOULDS FOR GLASS;2016;22021566;;
74916;MOULDS FOR GLASS;2017;12149964;;
74916;MOULDS FOR GLASS;2018;10377661;;
74916;MOULDS FOR GLASS;2019;11607731;;
74917;MOULDS FOR MINERAL MATERIALS;2015;480701356;;
74917;MOULDS FOR MINERAL MATERIALS;2016;396092691;;
74917;MOULDS FOR MINERAL MATERIALS;2017;519204411;;
74917;MOULDS FOR MINERAL MATERIALS;2018;613749633;;
74917;MOULDS FOR MINERAL MATERIALS;2019;356719642;;
74918;INJECTION- OR COMPRESSION-TYPES OF MOULDS FOR RUBBER OR PLASTICS;2015;230024941;;
74918;INJECTION- OR COMPRESSION-TYPES OF MOULDS FOR RUBBER OR PLASTICS;2016;314457143;;
74918;INJECTION- OR COMPRESSION-TYPES OF MOULDS FOR RUBBER OR PLASTICS;2017;214315925;;
74918;INJECTION- OR COMPRESSION-TYPES OF MOULDS FOR RUBBER OR PLASTICS;2018;377452683;;
74918;INJECTION- OR COMPRESSION-TYPES OF MOULDS FOR RUBBER OR PLASTICS;2019;339252305;;
74919;OTHER MOULDS FOR RUBBER OR PLASTICS;2015;499310568;;
74919;OTHER MOULDS FOR RUBBER OR PLASTICS;2016;576100975;;
74919;OTHER MOULDS FOR RUBBER OR PLASTICS;2017;654870165;;
74919;OTHER MOULDS FOR RUBBER OR PLASTICS;2018;632185956;;
74919;OTHER MOULDS FOR RUBBER OR PLASTICS;2019;372043005;;
74920;GASKETS AND SIMILAR JOINTS OF METAL SHEETING COMBINED WITH OTHER MATERIAL OR OF TWO OR MORE LAYERS O;2015;397650933;;
74920;GASKETS AND SIMILAR JOINTS OF METAL SHEETING COMBINED WITH OTHER MATERIAL OR OF TWO OR MORE LAYERS O;2016;443715972;;
74920;GASKETS AND SIMILAR JOINTS OF METAL SHEETING COMBINED WITH OTHER MATERIAL OR OF TWO OR MORE LAYERS O;2017;475416776;;
74920;GASKETS AND SIMILAR JOINTS OF METAL SHEETING COMBINED WITH OTHER MATERIAL OR OF TWO OR MORE LAYERS O;2018;446544995;;
74920;GASKETS AND SIMILAR JOINTS OF METAL SHEETING COMBINED WITH OTHER MATERIAL OR OF TWO OR MORE LAYERS O;2019;477012216;;
74991;SHIPS' OR BOATS' PROPELLERS AND BLADES THEREFOR;2015;36945428;;
74991;SHIPS' OR BOATS' PROPELLERS AND BLADES THEREFOR;2016;24656401;;
74991;SHIPS' OR BOATS' PROPELLERS AND BLADES THEREFOR;2017;40830216;;
74991;SHIPS' OR BOATS' PROPELLERS AND BLADES THEREFOR;2018;53765225;;
74991;SHIPS' OR BOATS' PROPELLERS AND BLADES THEREFOR;2019;35041350;;
74999;OTHER MACHINERY PARTS, NOT CONTAINING ELECTRICAL CONNECTORS, INSULATORS, COILS, CONTACTS OR OTHER EL;2015;353972529;;
74999;OTHER MACHINERY PARTS, NOT CONTAINING ELECTRICAL CONNECTORS, INSULATORS, COILS, CONTACTS OR OTHER EL;2016;305572134;;
74999;OTHER MACHINERY PARTS, NOT CONTAINING ELECTRICAL CONNECTORS, INSULATORS, COILS, CONTACTS OR OTHER EL;2017;419383913;;
74999;OTHER MACHINERY PARTS, NOT CONTAINING ELECTRICAL CONNECTORS, INSULATORS, COILS, CONTACTS OR OTHER EL;2018;307495777;;
74999;OTHER MACHINERY PARTS, NOT CONTAINING ELECTRICAL CONNECTORS, INSULATORS, COILS, CONTACTS OR OTHER EL;2019;285427802;;
75110;TYPEWRITERS (OTHER THAN TYPEWRITERS INCORPORATING A CALCULATING DEVICE) AND WORD-PROCESSING MACHINES;2015;1848698;;
75110;TYPEWRITERS (OTHER THAN TYPEWRITERS INCORPORATING A CALCULATING DEVICE) AND WORD-PROCESSING MACHINES;2016;6337356;;
75110;TYPEWRITERS (OTHER THAN TYPEWRITERS INCORPORATING A CALCULATING DEVICE) AND WORD-PROCESSING MACHINES;2017;548573;;
75110;TYPEWRITERS (OTHER THAN TYPEWRITERS INCORPORATING A CALCULATING DEVICE) AND WORD-PROCESSING MACHINES;2018;0;;
75110;TYPEWRITERS (OTHER THAN TYPEWRITERS INCORPORATING A CALCULATING DEVICE) AND WORD-PROCESSING MACHINES;2019;0;;
75121;ELECTRONIC CALCULATORS CAPABLE OF OPERATION WITHOUT AN EXTERNAL SOURCE OF POWER;2015;53945426;;
75121;ELECTRONIC CALCULATORS CAPABLE OF OPERATION WITHOUT AN EXTERNAL SOURCE OF POWER;2016;42215637;;
75121;ELECTRONIC CALCULATORS CAPABLE OF OPERATION WITHOUT AN EXTERNAL SOURCE OF POWER;2017;61797092;;
75121;ELECTRONIC CALCULATORS CAPABLE OF OPERATION WITHOUT AN EXTERNAL SOURCE OF POWER;2018;52201630;;
75121;ELECTRONIC CALCULATORS CAPABLE OF OPERATION WITHOUT AN EXTERNAL SOURCE OF POWER;2019;54484181;;
75122;OTHER CALCULATING MACHINES;2015;7887748;;
75122;OTHER CALCULATING MACHINES;2016;7627381;;
75122;OTHER CALCULATING MACHINES;2017;4920982;;
75122;OTHER CALCULATING MACHINES;2018;19637071;;
75122;OTHER CALCULATING MACHINES;2019;7669091;;
75124;CASH REGISTERS;2015;135563007;;
75124;CASH REGISTERS;2016;131943627;;
75124;CASH REGISTERS;2017;160305058;;
75124;CASH REGISTERS;2018;149406632;;
75124;CASH REGISTERS;2019;146332995;;
75128;POSTAGE-FRANKING, TICKET-ISSUING AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE;2015;19852824;;
75128;POSTAGE-FRANKING, TICKET-ISSUING AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE;2016;14399940;;
75128;POSTAGE-FRANKING, TICKET-ISSUING AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE;2017;8474917;;
75128;POSTAGE-FRANKING, TICKET-ISSUING AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE;2018;6184950;;
75128;POSTAGE-FRANKING, TICKET-ISSUING AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE;2019;9962389;;
75191;DUPLICATING MACHINES;2015;950447;;
75191;DUPLICATING MACHINES;2016;8995093;;
75191;DUPLICATING MACHINES;2017;696164;;
75191;DUPLICATING MACHINES;2018;786224;;
75191;DUPLICATING MACHINES;2019;845557;;
75193;PARTS AND ACCESSORIES (OTHER THAN COVERS, CARRYING CASES AND THE LIKE) SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF SUBGROUPS 751.9;2015;4064354;;
75193;PARTS AND ACCESSORIES (OTHER THAN COVERS, CARRYING CASES AND THE LIKE) SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF SUBGROUPS 751.9;2016;4299035;;
75193;PARTS AND ACCESSORIES (OTHER THAN COVERS, CARRYING CASES AND THE LIKE) SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF SUBGROUPS 751.9;2017;3020459;;
75193;PARTS AND ACCESSORIES (OTHER THAN COVERS, CARRYING CASES AND THE LIKE) SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF SUBGROUPS 751.9;2018;2771976;;
75193;PARTS AND ACCESSORIES (OTHER THAN COVERS, CARRYING CASES AND THE LIKE) SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF SUBGROUPS 751.9;2019;743721;;
75194;MACHINES WHICH PERFOM TWO OR MORE OF THE FUNCTIONS OF PRINTING, COPYING OR FASCSIMILE TRANSMISSION, CAPABLE OF CONNECTING TO AN AUTOMATIC DATA PROCESSING MACHINE OR TO A NETWORK;2015;539033905;;
75194;MACHINES WHICH PERFOM TWO OR MORE OF THE FUNCTIONS OF PRINTING, COPYING OR FASCSIMILE TRANSMISSION, CAPABLE OF CONNECTING TO AN AUTOMATIC DATA PROCESSING MACHINE OR TO A NETWORK;2016;439303729;;
75194;MACHINES WHICH PERFOM TWO OR MORE OF THE FUNCTIONS OF PRINTING, COPYING OR FASCSIMILE TRANSMISSION, CAPABLE OF CONNECTING TO AN AUTOMATIC DATA PROCESSING MACHINE OR TO A NETWORK;2017;476978519;;
75194;MACHINES WHICH PERFOM TWO OR MORE OF THE FUNCTIONS OF PRINTING, COPYING OR FASCSIMILE TRANSMISSION, CAPABLE OF CONNECTING TO AN AUTOMATIC DATA PROCESSING MACHINE OR TO A NETWORK;2018;485961331;;
75194;MACHINES WHICH PERFOM TWO OR MORE OF THE FUNCTIONS OF PRINTING, COPYING OR FASCSIMILE TRANSMISSION, CAPABLE OF CONNECTING TO AN AUTOMATIC DATA PROCESSING MACHINE OR TO A NETWORK;2019;578678284;;
75195;OTHER, CAPABLE OF CONNECTING TO AN AUTOMATIC DATA PROCESSING MACHINE OR TO A NETWORK;2015;359998791;;
75195;OTHER, CAPABLE OF CONNECTING TO AN AUTOMATIC DATA PROCESSING MACHINE OR TO A NETWORK;2016;309024420;;
75195;OTHER, CAPABLE OF CONNECTING TO AN AUTOMATIC DATA PROCESSING MACHINE OR TO A NETWORK;2017;349333288;;
75195;OTHER, CAPABLE OF CONNECTING TO AN AUTOMATIC DATA PROCESSING MACHINE OR TO A NETWORK;2018;327472169;;
75195;OTHER, CAPABLE OF CONNECTING TO AN AUTOMATIC DATA PROCESSING MACHINE OR TO A NETWORK;2019;290960181;;
75196;OTHER PRINTERS, COPYING AND FASCSIMILE MACHINES;2015;35188245;;
75196;OTHER PRINTERS, COPYING AND FASCSIMILE MACHINES;2016;39659563;;
75196;OTHER PRINTERS, COPYING AND FASCSIMILE MACHINES;2017;23249756;;
75196;OTHER PRINTERS, COPYING AND FASCSIMILE MACHINES;2018;21340219;;
75196;OTHER PRINTERS, COPYING AND FASCSIMILE MACHINES;2019;6982642;;
75197;PARTS AND ACCESSORIES;2015;2130962089;;
75197;PARTS AND ACCESSORIES;2016;2176688421;;
75197;PARTS AND ACCESSORIES;2017;2677534154;;
75197;PARTS AND ACCESSORIES;2018;2321621561;;
75197;PARTS AND ACCESSORIES;2019;2200549061;;
75199;OFFICE MACHINES, N.E.S.;2015;124309049;;
75199;OFFICE MACHINES, N.E.S.;2016;166505136;;
75199;OFFICE MACHINES, N.E.S.;2017;170617380;;
75199;OFFICE MACHINES, N.E.S.;2018;132398256;;
75199;OFFICE MACHINES, N.E.S.;2019;120316905;;
75220;DIGITAL AUTOMATIC DATA-PROCESSING MACHINES, CONTAINING IN THE SAME HOUSING AT LEAST A CENTRAL PROCESSING UNIT AND AN INPUT AND OUTPUT UNIT, WHETHER OR NOT COMBINED;2015;4075697269;;
